genre1,genre2,count
atmospheric,shoegaze,2
atmospheric,drone,2
atmospheric,deathcore,2
atmospheric,crust,2
atmospheric,noise,2
atmospheric,technical,2
post-metal,blackened,2
post-metal,drone,2
post-metal,folk,2
post-metal,groove,2
pagan,symphonic,2
pagan,heavy,2
avant-garde,grindcore,2
avant-garde,technical,2
avant-garde,melodic,2
avant-garde,alternative,2
avant-garde,folk,2
avant-garde,ambient,2
avant-garde,heavy,2
avant-garde,extreme,2
avant-garde,sludge,2
avant-garde,rock,2
avant-garde,electronica,2
raw,dark,2
raw,post-black,2
raw,doom,2
raw,folk,2
raw,melodic,2
noise,drone,2
noise,dark,2
noise,blackened,2
noise,atmospheric,2
noise,rock,2
shred,melodic,2
shred,folk,2
shred,speed,2
shred,technical,2
post-black,ambient,2
post-black,experimental,2
post-black,raw,2
post-black,death,2
post-black,hardcore,2
post-black,progressive,2
shoegaze,atmospheric,2
shoegaze,power,2
shoegaze,experimental,2
shoegaze,rock,2
funk,groove,2
funk,heavy,2
funk,hard,2
funk,rock,2
crossover,doom,2
crossover,crust,2
crossover,blackened,2
crossover,experimental,2
thrashcore,thrash,2
thrashcore,hardcore,2
rock,blackened,2
rock,roll,2
rock,grindcore,2
rock,dark,2
rock,funk,2
rock,classical,2
rock,rac,2
rock,nwobhm,2
rock,noise,2
rock,avant-garde,2
rock,shoegaze,2
speed,technical,2
speed,groove,2
speed,shred,2
blackened,rock,2
blackened,post-metal,2
blackened,industrial,2
blackened,power,2
blackened,epic,2
blackened,crossover,2
blackened,noise,2
crust,crossover,2
crust,melodic,2
crust,atmospheric,2
punk,rac,2
punk,experimental,2
punk,melodic,2
pop,power,2
pop,psychedelic,2
pop,melodic,2
depressive,dark,2
depressive,post-rock,2
depressive,melodic,2
depressive,funeral,2
depressive,experimental,2
depressive,death,2
depressive,gothic,2
celtic,black,2
folk,hard,2
folk,neoclassical,2
folk,middle-eastern,2
folk,post-metal,2
folk,avant-garde,2
folk,raw,2
folk,shred,2
folk,industrial,2
grindcore,avant-garde,2
grindcore,rock,2
grindcore,symphonic,2
hard,folk,2
hard,gothic,2
hard,funk,2
hard,neoclassical,2
hard,symphonic,2
hard,nwobhm,2
nwobhm,hard,2
nwobhm,rock,2
dark,electronic,2
dark,rock,2
dark,depressive,2
dark,raw,2
dark,power,2
dark,noise,2
dark,funeral,2
dark,acoustic,2
experimental,punk,2
experimental,funeral,2
experimental,post-black,2
experimental,heavy,2
experimental,depressive,2
experimental,shoegaze,2
experimental,electronic,2
experimental,crossover,2
drone,industrial,2
drone,noise,2
drone,post-metal,2
drone,atmospheric,2
post-rock,depressive,2
epic,progressive,2
epic,blackened,2
epic,viking,2
electronic,sludge,2
electronic,dark,2
electronic,experimental,2
extreme,death,2
extreme,avant-garde,2
extreme,industrial,2
funeral,experimental,2
funeral,dark,2
funeral,depressive,2
southern,doom,2
industrial,sludge,2
industrial,drone,2
industrial,power,2
industrial,blackened,2
industrial,brutal,2
industrial,nu-metal,2
industrial,ebm,2
industrial,folk,2
industrial,extreme,2
psychedelic,thrash,2
psychedelic,pop,2
neoclassical,folk,2
neoclassical,doom,2
neoclassical,hard,2
neoclassical,fusion,2
rac,punk,2
rac,death,2
rac,rock,2
fusion,neoclassical,2
fusion,thrash,2
goregrind,technical,2
alternative,grunge,2
alternative,hardcore,2
alternative,avant-garde,2
grunge,alternative,2
roll,rock,2
roll,sludge,2
roll,doom,2
roll,grind,2
glam,groove,2
medieval,melodic,2
medieval,gothic,2
neofolk,death,2
neofolk,ambient,2
viking,epic,2
viking,power,2
viking,gothic,2
viking,heavy,2
darkwave,black,2
electronica,avant-garde,2
classical,death,2
classical,symphonic,2
classical,rock,2
classical,gothic,2
acoustic,dark,2
acoustic,ambient,2
latin,thrash,2
powerviolence,death,2
djent,death,2
middle-eastern,folk,2
grind,roll,2
nu-metal,industrial,2
nu-metal,heavy,2
ebm,industrial,2
aor,power,2
aor,heavy,2
mathcore,technical,2
mathcore,death,2
melodic,rac,1
melodic,acoustic,1
melodic,post-metal,1
melodic,middle,1
melodic,eastern,1
melodic,shoegaze,1
melodic,electronic,1
melodic,funeral,1
melodic,post-rock,1
melodic,drone,1
melodic,neoclassical,1
melodic,nu-metal,1
melodic,stoner,1
melodic,classical,1
melodic,jazz,1
melodic,crustcore,1
melodic,aor,1
melodic,extreme,1
death,medieval,1
death,electronics,1
death,horror,1
death,latin,1
death,southern,1
death,breakcore,1
death,shoegaze,1
death,post-metal,1
death,grind,1
death,trip,1
death,hop,1
death,post-doom,1
death,grunge,1
death,orchestral,1
death,psychobilly,1
death,cybergrind,1
death,bossa,1
death,nova,1
death,funk,1
death,shred,1
death,crustcore,1
metalcore,epic,1
metalcore,alternative,1
metalcore,powerviolence,1
metalcore,stoner,1
metalcore,crossover,1
metalcore,post-black,1
metalcore,viking,1
metalcore,noise,1
metalcore,punk,1
thrash,middle,1
thrash,eastern,1
thrash,core,1
thrash,extreme,1
thrash,drone,1
thrash,post-rock,1
thrash,raw,1
thrash,ska,1
thrash,post-hardcore,1
technical,doom,1
technical,industrial,1
technical,crossover,1
technical,trip,1
technical,hop,1
technical,djent,1
technical,sludge,1
technical,hardcore,1
technical,fusion,1
technical,symphonic,1
technical,rock,1
technical,heavy,1
doom,technical,1
doom,breakcore,1
doom,post-hardcore,1
doom,middle-eastern,1
doom,medieval,1
doom,deathcore,1
doom,fusion,1
doom,viking,1
doom,gothiс,1
doom,shoegaze,1
doom,acoustic,1
doom,powerviolence,1
doom,space,1
doom,djent,1
doom,middle,1
doom,eastern,1
doom,extreme,1
doom,funk,1
doom,post-,1
doom,deathrock,1
doom,nwobhm,1
stoner,grindcore,1
stoner,funeral,1
stoner,atmospheric,1
stoner,grunge,1
stoner,blues,1
stoner,ambient,1
stoner,avant-garde,1
stoner,metalcore,1
stoner,melodic,1
stoner,blackened,1
black,harsh,1
black,electronics,1
black,powerviolence,1
black,synthwave,1
black,trance,1
black,goregrind,1
black,cybergrind,1
black,ebm,1
black,oi!,1
black,grunge,1
black,psychobilly,1
black,various,1
black,djent,1
black,crossover,1
black,ritual,1
black,jazz,1
black,fusion,1
